Comunidades y Ciudades Autónomas;Concepto turístico;RESIDENCIA/ORIGEN;Periodo;Total
Total Nacional;Pernoctaciones;Residentes en el Extranjero;2017M01;854.053
01 Andalucía;Viajero;Total;2023M02;61.820
01 Andalucía;Viajero;Total;2023M01;49.670
01 Andalucía;Viajero;Total;2022M12;39.244
01 Andalucía;Viajero;Total;2022M11;44.638
01 Andalucía;Viajero;Total;2022M10;92.198
01 Andalucía;Viajero;Total;2022M09;136.644
01 Andalucía;Viajero;Total;2022M08;269.772
01 Andalucía;Viajero;Total;2022M07;232.643
01 Andalucía;Viajero;Total;2022M06;162.772
01 Andalucía;Viajero;Total;2022M05;119.100
01 Andalucía;Viajero;Total;2022M04;117.013
01 Andalucía;Viajero;Total;2022M03;45.818
01 Andalucía;Viajero;Total;2022M02;60.580
01 Andalucía;Viajero;Total;2022M01;44.187
01 Andalucía;Viajero;Total;2021M12;42.420
01 Andalucía;Viajero;Total;2021M11;39.505
01 Andalucía;Viajero;Total;2021M10;83.114
01 Andalucía;Viajero;Total;2021M09;124.940
01 Andalucía;Viajero;Total;2021M08;267.819
01 Andalucía;Viajero;Total;2021M07;227.917
01 Andalucía;Viajero;Total;2021M06;121.456
01 Andalucía;Viajero;Total;2021M05;65.956
01 Andalucía;Viajero;Total;2021M04;28.767
01 Andalucía;Viajero;Total;2021M03;19.581
01 Andalucía;Viajero;Total;2021M02;9.106
01 Andalucía;Viajero;Total;2021M01;8.156
01 Andalucía;Viajero;Total;2020M12;11.015
01 Andalucía;Viajero;Total;2020M11;4.795
01 Andalucía;Viajero;Total;2020M10;41.380
01 Andalucía;Viajero;Total;2020M09;67.776
01 Andalucía;Viajero;Total;2020M08;181.566
01 Andalucía;Viajero;Total;2020M07;156.804
01 Andalucía;Viajero;Total;2020M06;49.058
01 Andalucía;Viajero;Total;2020M05;1.779
01 Andalucía;Viajero;Total;2020M04;0
01 Andalucía;Viajero;Total;2020M03;17.824
01 Andalucía;Viajero;Total;2020M02;54.959
01 Andalucía;Viajero;Total;2020M01;31.494
01 Andalucía;Viajero;Total;2019M12;34.705
01 Andalucía;Viajero;Total;2019M11;33.158
01 Andalucía;Viajero;Total;2019M10;63.859
01 Andalucía;Viajero;Total;2019M09;100.507
01 Andalucía;Viajero;Total;2019M08;273.027
01 Andalucía;Viajero;Total;2019M07;192.843
01 Andalucía;Viajero;Total;2019M06;125.596
01 Andalucía;Viajero;Total;2019M05;88.592
01 Andalucía;Viajero;Total;2019M04;75.670
01 Andalucía;Viajero;Total;2019M03;48.083
01 Andalucía;Viajero;Total;2019M02;39.255
01 Andalucía;Viajero;Total;2019M01;26.631
01 Andalucía;Viajero;Total;2018M12;28.005
01 Andalucía;Viajero;Total;2018M11;27.871
01 Andalucía;Viajero;Total;2018M10;61.324
01 Andalucía;Viajero;Total;2018M09;98.215
01 Andalucía;Viajero;Total;2018M08;233.866
01 Andalucía;Viajero;Total;2018M07;185.516
01 Andalucía;Viajero;Total;2018M06;111.787
01 Andalucía;Viajero;Total;2018M05;75.561
01 Andalucía;Viajero;Total;2018M04;60.823
01 Andalucía;Viajero;Total;2018M03;50.932
01 Andalucía;Viajero;Total;2018M02;29.716
01 Andalucía;Viajero;Total;2018M01;25.030
01 Andalucía;Viajero;Total;2017M12;26.994
01 Andalucía;Viajero;Total;2017M11;26.437
01 Andalucía;Viajero;Total;2017M10;52.458
01 Andalucía;Viajero;Total;2017M09;100.500
01 Andalucía;Viajero;Total;2017M08;217.201
01 Andalucía;Viajero;Total;2017M07;178.897
01 Andalucía;Viajero;Total;2017M06;104.828
01 Andalucía;Viajero;Total;2017M05;81.533
01 Andalucía;Viajero;Total;2017M04;90.803
01 Andalucía;Viajero;Total;2017M03;36.390
01 Andalucía;Viajero;Total;2017M02;31.585
01 Andalucía;Viajero;Total;2017M01;26.160
01 Andalucía;Viajero;Residentes en España;2023M02;24.969
01 Andalucía;Viajero;Residentes en España;2023M01;15.213
01 Andalucía;Viajero;Residentes en España;2022M12;18.151
01 Andalucía;Viajero;Residentes en España;2022M11;17.551
01 Andalucía;Viajero;Residentes en España;2022M10;48.135
01 Andalucía;Viajero;Residentes en España;2022M09;96.082
01 Andalucía;Viajero;Residentes en España;2022M08;235.645
01 Andalucía;Viajero;Residentes en España;2022M07;204.049
01 Andalucía;Viajero;Residentes en España;2022M06;127.704
01 Andalucía;Viajero;Residentes en España;2022M05;69.083
01 Andalucía;Viajero;Residentes en España;2022M04;79.121
01 Andalucía;Viajero;Residentes en España;2022M03;13.768
01 Andalucía;Viajero;Residentes en España;2022M02;29.811
01 Andalucía;Viajero;Residentes en España;2022M01;16.000
01 Andalucía;Viajero;Residentes en España;2021M12;23.155
01 Andalucía;Viajero;Residentes en España;2021M11;15.742
01 Andalucía;Viajero;Residentes en España;2021M10;48.191
01 Andalucía;Viajero;Residentes en España;2021M09;95.398
01 Andalucía;Viajero;Residentes en España;2021M08;244.336
01 Andalucía;Viajero;Residentes en España;2021M07;210.342
01 Andalucía;Viajero;Residentes en España;2021M06;109.931
01 Andalucía;Viajero;Residentes en España;2021M05;56.753
01 Andalucía;Viajero;Residentes en España;2021M04;23.542
01 Andalucía;Viajero;Residentes en España;2021M03;15.065
01 Andalucía;Viajero;Residentes en España;2021M02;6.095
01 Andalucía;Viajero;Residentes en España;2021M01;3.763
01 Andalucía;Viajero;Residentes en España;2020M12;7.993
01 Andalucía;Viajero;Residentes en España;2020M11;2.503
01 Andalucía;Viajero;Residentes en España;2020M10;33.817
01 Andalucía;Viajero;Residentes en España;2020M09;60.644
01 Andalucía;Viajero;Residentes en España;2020M08;171.081
01 Andalucía;Viajero;Residentes en España;2020M07;146.331
01 Andalucía;Viajero;Residentes en España;2020M06;46.594
01 Andalucía;Viajero;Residentes en España;2020M05;.
01 Andalucía;Viajero;Residentes en España;2020M04;0
01 Andalucía;Viajero;Residentes en España;2020M03;4.877
01 Andalucía;Viajero;Residentes en España;2020M02;26.052
01 Andalucía;Viajero;Residentes en España;2020M01;9.792
01 Andalucía;Viajero;Residentes en España;2019M12;19.309
01 Andalucía;Viajero;Residentes en España;2019M11;14.324
01 Andalucía;Viajero;Residentes en España;2019M10;32.311
01 Andalucía;Viajero;Residentes en España;2019M09;65.576
01 Andalucía;Viajero;Residentes en España;2019M08;233.941
01 Andalucía;Viajero;Residentes en España;2019M07;168.217
01 Andalucía;Viajero;Residentes en España;2019M06;98.368
01 Andalucía;Viajero;Residentes en España;2019M05;48.815
01 Andalucía;Viajero;Residentes en España;2019M04;44.900
01 Andalucía;Viajero;Residentes en España;2019M03;23.138
01 Andalucía;Viajero;Residentes en España;2019M02;19.373
01 Andalucía;Viajero;Residentes en España;2019M01;9.109
01 Andalucía;Viajero;Residentes en España;2018M12;15.666
01 Andalucía;Viajero;Residentes en España;2018M11;13.674
01 Andalucía;Viajero;Residentes en España;2018M10;30.393
01 Andalucía;Viajero;Residentes en España;2018M09;65.485
01 Andalucía;Viajero;Residentes en España;2018M08;198.866
01 Andalucía;Viajero;Residentes en España;2018M07;158.135
01 Andalucía;Viajero;Residentes en España;2018M06;83.308
01 Andalucía;Viajero;Residentes en España;2018M05;35.570
01 Andalucía;Viajero;Residentes en España;2018M04;27.698
01 Andalucía;Viajero;Residentes en España;2018M03;27.561
01 Andalucía;Viajero;Residentes en España;2018M02;11.887
01 Andalucía;Viajero;Residentes en España;2018M01;8.763
01 Andalucía;Viajero;Residentes en España;2017M12;16.045
01 Andalucía;Viajero;Residentes en España;2017M11;11.844
01 Andalucía;Viajero;Residentes en España;2017M10;26.439
01 Andalucía;Viajero;Residentes en España;2017M09;64.781
01 Andalucía;Viajero;Residentes en España;2017M08;180.747
01 Andalucía;Viajero;Residentes en España;2017M07;150.776
01 Andalucía;Viajero;Residentes en España;2017M06;78.775
01 Andalucía;Viajero;Residentes en España;2017M05;40.239
01 Andalucía;Viajero;Residentes en España;2017M04;61.418
01 Andalucía;Viajero;Residentes en España;2017M03;14.278
01 Andalucía;Viajero;Residentes en España;2017M02;14.183
01 Andalucía;Viajero;Residentes en España;2017M01;10.414
01 Andalucía;Viajero;Residentes en el Extranjero;2023M02;36.850
01 Andalucía;Viajero;Residentes en el Extranjero;2023M01;34.457
01 Andalucía;Viajero;Residentes en el Extranjero;2022M12;21.093
01 Andalucía;Viajero;Residentes en el Extranjero;2022M11;27.087
01 Andalucía;Viajero;Residentes en el Extranjero;2022M10;44.063
01 Andalucía;Viajero;Residentes en el Extranjero;2022M09;40.562
01 Andalucía;Viajero;Residentes en el Extranjero;2022M08;34.128
01 Andalucía;Viajero;Residentes en el Extranjero;2022M07;28.594
01 Andalucía;Viajero;Residentes en el Extranjero;2022M06;35.068
01 Andalucía;Viajero;Residentes en el Extranjero;2022M05;50.017
01 Andalucía;Viajero;Residentes en el Extranjero;2022M04;37.892
01 Andalucía;Viajero;Residentes en el Extranjero;2022M03;32.049
01 Andalucía;Viajero;Residentes en el Extranjero;2022M02;30.769
01 Andalucía;Viajero;Residentes en el Extranjero;2022M01;28.187
01 Andalucía;Viajero;Residentes en el Extranjero;2021M12;19.265
01 Andalucía;Viajero;Residentes en el Extranjero;2021M11;23.763
01 Andalucía;Viajero;Residentes en el Extranjero;2021M10;34.923
01 Andalucía;Viajero;Residentes en el Extranjero;2021M09;29.542
01 Andalucía;Viajero;Residentes en el Extranjero;2021M08;23.483
01 Andalucía;Viajero;Residentes en el Extranjero;2021M07;17.575
01 Andalucía;Viajero;Residentes en el Extranjero;2021M06;11.525
01 Andalucía;Viajero;Residentes en el Extranjero;2021M05;9.202
01 Andalucía;Viajero;Residentes en el Extranjero;2021M04;5.225
01 Andalucía;Viajero;Residentes en el Extranjero;2021M03;4.517
01 Andalucía;Viajero;Residentes en el Extranjero;2021M02;3.011
01 Andalucía;Viajero;Residentes en el Extranjero;2021M01;4.393
01 Andalucía;Viajero;Residentes en el Extranjero;2020M12;3.022
01 Andalucía;Viajero;Residentes en el Extranjero;2020M11;2.292
01 Andalucía;Viajero;Residentes en el Extranjero;2020M10;7.563
01 Andalucía;Viajero;Residentes en el Extranjero;2020M09;7.132
01 Andalucía;Viajero;Residentes en el Extranjero;2020M08;10.485
01 Andalucía;Viajero;Residentes en el Extranjero;2020M07;10.472
01 Andalucía;Viajero;Residentes en el Extranjero;2020M06;2.463
01 Andalucía;Viajero;Residentes en el Extranjero;2020M05;.
01 Andalucía;Viajero;Residentes en el Extranjero;2020M04;0
01 Andalucía;Viajero;Residentes en el Extranjero;2020M03;12.947
01 Andalucía;Viajero;Residentes en el Extranjero;2020M02;28.907
01 Andalucía;Viajero;Residentes en el Extranjero;2020M01;21.701
01 Andalucía;Viajero;Residentes en el Extranjero;2019M12;15.396
01 Andalucía;Viajero;Residentes en el Extranjero;2019M11;18.834
01 Andalucía;Viajero;Residentes en el Extranjero;2019M10;31.547
01 Andalucía;Viajero;Residentes en el Extranjero;2019M09;34.931
01 Andalucía;Viajero;Residentes en el Extranjero;2019M08;39.086
01 Andalucía;Viajero;Residentes en el Extranjero;2019M07;24.626
01 Andalucía;Viajero;Residentes en el Extranjero;2019M06;27.227
01 Andalucía;Viajero;Residentes en el Extranjero;2019M05;39.777
01 Andalucía;Viajero;Residentes en el Extranjero;2019M04;30.771
01 Andalucía;Viajero;Residentes en el Extranjero;2019M03;24.945
01 Andalucía;Viajero;Residentes en el Extranjero;2019M02;19.882
01 Andalucía;Viajero;Residentes en el Extranjero;2019M01;17.522
01 Andalucía;Viajero;Residentes en el Extranjero;2018M12;12.339
01 Andalucía;Viajero;Residentes en el Extranjero;2018M11;14.197
01 Andalucía;Viajero;Residentes en el Extranjero;2018M10;30.931
01 Andalucía;Viajero;Residentes en el Extranjero;2018M09;32.730
01 Andalucía;Viajero;Residentes en el Extranjero;2018M08;35.000
01 Andalucía;Viajero;Residentes en el Extranjero;2018M07;27.382
01 Andalucía;Viajero;Residentes en el Extranjero;2018M06;28.479
01 Andalucía;Viajero;Residentes en el Extranjero;2018M05;39.991
01 Andalucía;Viajero;Residentes en el Extranjero;2018M04;33.125
01 Andalucía;Viajero;Residentes en el Extranjero;2018M03;23.371
01 Andalucía;Viajero;Residentes en el Extranjero;2018M02;17.829
01 Andalucía;Viajero;Residentes en el Extranjero;2018M01;16.267
01 Andalucía;Viajero;Residentes en el Extranjero;2017M12;10.949
01 Andalucía;Viajero;Residentes en el Extranjero;2017M11;14.593
01 Andalucía;Viajero;Residentes en el Extranjero;2017M10;26.019
01 Andalucía;Viajero;Residentes en el Extranjero;2017M09;35.719
01 Andalucía;Viajero;Residentes en el Extranjero;2017M08;36.454
01 Andalucía;Viajero;Residentes en el Extranjero;2017M07;28.121
01 Andalucía;Viajero;Residentes en el Extranjero;2017M06;26.052
01 Andalucía;Viajero;Residentes en el Extranjero;2017M05;41.294
01 Andalucía;Viajero;Residentes en el Extranjero;2017M04;29.384
01 Andalucía;Viajero;Residentes en el Extranjero;2017M03;22.111
01 Andalucía;Viajero;Residentes en el Extranjero;2017M02;17.402
01 Andalucía;Viajero;Residentes en el Extranjero;2017M01;15.746
01 Andalucía;Pernoctaciones;Total;2023M02;381.476
01 Andalucía;Pernoctaciones;Total;2023M01;326.850
01 Andalucía;Pernoctaciones;Total;2022M12;275.826
01 Andalucía;Pernoctaciones;Total;2022M11;251.865
01 Andalucía;Pernoctaciones;Total;2022M10;341.678
01 Andalucía;Pernoctaciones;Total;2022M09;493.522
01 Andalucía;Pernoctaciones;Total;2022M08;1.223.158
01 Andalucía;Pernoctaciones;Total;2022M07;988.456
01 Andalucía;Pernoctaciones;Total;2022M06;500.139
01 Andalucía;Pernoctaciones;Total;2022M05;363.067
01 Andalucía;Pernoctaciones;Total;2022M04;407.655
01 Andalucía;Pernoctaciones;Total;2022M03;251.073
01 Andalucía;Pernoctaciones;Total;2022M02;334.427
01 Andalucía;Pernoctaciones;Total;2022M01;304.837
01 Andalucía;Pernoctaciones;Total;2021M12;270.417
01 Andalucía;Pernoctaciones;Total;2021M11;222.797
01 Andalucía;Pernoctaciones;Total;2021M10;311.592
01 Andalucía;Pernoctaciones;Total;2021M09;426.248
01 Andalucía;Pernoctaciones;Total;2021M08;1.095.928
01 Andalucía;Pernoctaciones;Total;2021M07;832.698
01 Andalucía;Pernoctaciones;Total;2021M06;376.456
01 Andalucía;Pernoctaciones;Total;2021M05;215.518
01 Andalucía;Pernoctaciones;Total;2021M04;134.809
01 Andalucía;Pernoctaciones;Total;2021M03;111.943
01 Andalucía;Pernoctaciones;Total;2021M02;99.119
01 Andalucía;Pernoctaciones;Total;2021M01;106.982
01 Andalucía;Pernoctaciones;Total;2020M12;94.785
01 Andalucía;Pernoctaciones;Total;2020M11;82.181
01 Andalucía;Pernoctaciones;Total;2020M10;144.524
01 Andalucía;Pernoctaciones;Total;2020M09;230.516
01 Andalucía;Pernoctaciones;Total;2020M08;697.781
01 Andalucía;Pernoctaciones;Total;2020M07;544.320
01 Andalucía;Pernoctaciones;Total;2020M06;159.827
01 Andalucía;Pernoctaciones;Total;2020M05;23.411
01 Andalucía;Pernoctaciones;Total;2020M04;0
01 Andalucía;Pernoctaciones;Total;2020M03;145.290
01 Andalucía;Pernoctaciones;Total;2020M02;292.127
01 Andalucía;Pernoctaciones;Total;2020M01;237.841
01 Andalucía;Pernoctaciones;Total;2019M12;223.686
01 Andalucía;Pernoctaciones;Total;2019M11;184.905
01 Andalucía;Pernoctaciones;Total;2019M10;235.377
01 Andalucía;Pernoctaciones;Total;2019M09;378.785
01 Andalucía;Pernoctaciones;Total;2019M08;1.125.468
01 Andalucía;Pernoctaciones;Total;2019M07;752.600
01 Andalucía;Pernoctaciones;Total;2019M06;391.101
01 Andalucía;Pernoctaciones;Total;2019M05;285.069
01 Andalucía;Pernoctaciones;Total;2019M04;289.860
01 Andalucía;Pernoctaciones;Total;2019M03;246.145
01 Andalucía;Pernoctaciones;Total;2019M02;240.507
01 Andalucía;Pernoctaciones;Total;2019M01;218.042
01 Andalucía;Pernoctaciones;Total;2018M12;205.801
01 Andalucía;Pernoctaciones;Total;2018M11;180.904
01 Andalucía;Pernoctaciones;Total;2018M10;253.577
01 Andalucía;Pernoctaciones;Total;2018M09;367.983
01 Andalucía;Pernoctaciones;Total;2018M08;963.834
01 Andalucía;Pernoctaciones;Total;2018M07;685.985
01 Andalucía;Pernoctaciones;Total;2018M06;346.832
01 Andalucía;Pernoctaciones;Total;2018M05;252.843
01 Andalucía;Pernoctaciones;Total;2018M04;230.593
01 Andalucía;Pernoctaciones;Total;2018M03;256.450
01 Andalucía;Pernoctaciones;Total;2018M02;228.942
01 Andalucía;Pernoctaciones;Total;2018M01;219.103
01 Andalucía;Pernoctaciones;Total;2017M12;204.148
01 Andalucía;Pernoctaciones;Total;2017M11;176.223
01 Andalucía;Pernoctaciones;Total;2017M10;235.851
01 Andalucía;Pernoctaciones;Total;2017M09;352.914
01 Andalucía;Pernoctaciones;Total;2017M08;899.272
01 Andalucía;Pernoctaciones;Total;2017M07;689.879
01 Andalucía;Pernoctaciones;Total;2017M06;328.436
01 Andalucía;Pernoctaciones;Total;2017M05;262.902
01 Andalucía;Pernoctaciones;Total;2017M04;322.514
01 Andalucía;Pernoctaciones;Total;2017M03;215.301
01 Andalucía;Pernoctaciones;Total;2017M02;226.863
01 Andalucía;Pernoctaciones;Total;2017M01;217.543
01 Andalucía;Pernoctaciones;Residentes en España;2023M02;110.246
01 Andalucía;Pernoctaciones;Residentes en España;2023M01;48.866
01 Andalucía;Pernoctaciones;Residentes en España;2022M12;69.326
01 Andalucía;Pernoctaciones;Residentes en España;2022M11;71.652
01 Andalucía;Pernoctaciones;Residentes en España;2022M10;156.537
01 Andalucía;Pernoctaciones;Residentes en España;2022M09;352.905
01 Andalucía;Pernoctaciones;Residentes en España;2022M08;1.103.242
01 Andalucía;Pernoctaciones;Residentes en España;2022M07;887.980
01 Andalucía;Pernoctaciones;Residentes en España;2022M06;380.853
01 Andalucía;Pernoctaciones;Residentes en España;2022M05;200.658
01 Andalucía;Pernoctaciones;Residentes en España;2022M04;251.569
01 Andalucía;Pernoctaciones;Residentes en España;2022M03;53.608
01 Andalucía;Pernoctaciones;Residentes en España;2022M02;90.024
01 Andalucía;Pernoctaciones;Residentes en España;2022M01;52.095
01 Andalucía;Pernoctaciones;Residentes en España;2021M12;73.126
01 Andalucía;Pernoctaciones;Residentes en España;2021M11;58.902
01 Andalucía;Pernoctaciones;Residentes en España;2021M10;145.973
01 Andalucía;Pernoctaciones;Residentes en España;2021M09;310.000
01 Andalucía;Pernoctaciones;Residentes en España;2021M08;1.003.402
01 Andalucía;Pernoctaciones;Residentes en España;2021M07;758.086
01 Andalucía;Pernoctaciones;Residentes en España;2021M06;319.618
01 Andalucía;Pernoctaciones;Residentes en España;2021M05;159.559
