Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
17 Rioja, La;Pernoctaciones;Residentes en España;2023M01;2.386
17 Rioja, La;Pernoctaciones;Residentes en España;2022M12;7.045
17 Rioja, La;Pernoctaciones;Residentes en España;2022M11;4.227
17 Rioja, La;Pernoctaciones;Residentes en España;2022M10;6.230
17 Rioja, La;Pernoctaciones;Residentes en España;2022M09;5.467
17 Rioja, La;Pernoctaciones;Residentes en España;2022M08;9.142
17 Rioja, La;Pernoctaciones;Residentes en España;2022M07;5.749
17 Rioja, La;Pernoctaciones;Residentes en España;2022M06;4.959
17 Rioja, La;Pernoctaciones;Residentes en España;2022M05;4.686
17 Rioja, La;Pernoctaciones;Residentes en España;2022M04;6.626
17 Rioja, La;Pernoctaciones;Residentes en España;2022M03;3.138
17 Rioja, La;Pernoctaciones;Residentes en España;2022M02;2.554
17 Rioja, La;Pernoctaciones;Residentes en España;2022M01;2.079
17 Rioja, La;Pernoctaciones;Residentes en España;2021M12;5.956
17 Rioja, La;Pernoctaciones;Residentes en España;2021M11;4.756
17 Rioja, La;Pernoctaciones;Residentes en España;2021M10;7.712
17 Rioja, La;Pernoctaciones;Residentes en España;2021M09;5.004
17 Rioja, La;Pernoctaciones;Residentes en España;2021M08;11.292
17 Rioja, La;Pernoctaciones;Residentes en España;2021M07;7.952
17 Rioja, La;Pernoctaciones;Residentes en España;2021M06;3.573
17 Rioja, La;Pernoctaciones;Residentes en España;2021M05;2.377
17 Rioja, La;Pernoctaciones;Residentes en España;2021M04;2.027
17 Rioja, La;Pernoctaciones;Residentes en España;2021M03;786
17 Rioja, La;Pernoctaciones;Residentes en España;2021M02;598
17 Rioja, La;Pernoctaciones;Residentes en España;2021M01;433
17 Rioja, La;Pernoctaciones;Residentes en España;2020M12;1.440
17 Rioja, La;Pernoctaciones;Residentes en España;2020M11;.
17 Rioja, La;Pernoctaciones;Residentes en España;2020M10;2.429
17 Rioja, La;Pernoctaciones;Residentes en España;2020M09;3.022
17 Rioja, La;Pernoctaciones;Residentes en España;2020M08;13.556
17 Rioja, La;Pernoctaciones;Residentes en España;2020M07;7.030
17 Rioja, La;Pernoctaciones;Residentes en España;2020M06;2.209
17 Rioja, La;Pernoctaciones;Residentes en España;2020M05;.
17 Rioja, La;Pernoctaciones;Residentes en España;2020M04;.
17 Rioja, La;Pernoctaciones;Residentes en España;2020M03;1.228
17 Rioja, La;Pernoctaciones;Residentes en España;2020M02;3.685
17 Rioja, La;Pernoctaciones;Residentes en España;2020M01;2.866
17 Rioja, La;Pernoctaciones;Residentes en España;2019M12;9.986
17 Rioja, La;Pernoctaciones;Residentes en España;2019M11;7.661
17 Rioja, La;Pernoctaciones;Residentes en España;2019M10;7.233
17 Rioja, La;Pernoctaciones;Residentes en España;2019M09;6.398
17 Rioja, La;Pernoctaciones;Residentes en España;2019M08;12.473
17 Rioja, La;Pernoctaciones;Residentes en España;2019M07;7.461
17 Rioja, La;Pernoctaciones;Residentes en España;2019M06;6.077
17 Rioja, La;Pernoctaciones;Residentes en España;2019M05;5.653
17 Rioja, La;Pernoctaciones;Residentes en España;2019M04;7.355
17 Rioja, La;Pernoctaciones;Residentes en España;2019M03;6.172
17 Rioja, La;Pernoctaciones;Residentes en España;2019M02;3.456
17 Rioja, La;Pernoctaciones;Residentes en España;2019M01;1.611
17 Rioja, La;Pernoctaciones;Residentes en España;2018M12;9.121
17 Rioja, La;Pernoctaciones;Residentes en España;2018M11;7.702
17 Rioja, La;Pernoctaciones;Residentes en España;2018M10;8.127
17 Rioja, La;Pernoctaciones;Residentes en España;2018M09;6.627
17 Rioja, La;Pernoctaciones;Residentes en España;2018M08;14.260
17 Rioja, La;Pernoctaciones;Residentes en España;2018M07;9.121
17 Rioja, La;Pernoctaciones;Residentes en España;2018M06;6.438
17 Rioja, La;Pernoctaciones;Residentes en España;2018M05;5.622
17 Rioja, La;Pernoctaciones;Residentes en España;2018M04;7.660
17 Rioja, La;Pernoctaciones;Residentes en España;2018M03;7.852
17 Rioja, La;Pernoctaciones;Residentes en España;2018M02;3.288
17 Rioja, La;Pernoctaciones;Residentes en España;2018M01;2.223
17 Rioja, La;Pernoctaciones;Residentes en España;2017M12;7.971
17 Rioja, La;Pernoctaciones;Residentes en España;2017M11;5.314
17 Rioja, La;Pernoctaciones;Residentes en España;2017M10;8.614
17 Rioja, La;Pernoctaciones;Residentes en España;2017M09;7.376
17 Rioja, La;Pernoctaciones;Residentes en España;2017M08;13.923
17 Rioja, La;Pernoctaciones;Residentes en España;2017M07;7.738
17 Rioja, La;Pernoctaciones;Residentes en España;2017M06;5.858
17 Rioja, La;Pernoctaciones;Residentes en España;2017M05;5.567
17 Rioja, La;Pernoctaciones;Residentes en España;2017M04;10.840
17 Rioja, La;Pernoctaciones;Residentes en España;2017M03;5.390
17 Rioja, La;Pernoctaciones;Residentes en España;2017M02;3.992
17 Rioja, La;Pernoctaciones;Residentes en España;2017M01;1.896
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M11;187
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M10;659
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M09;1.732
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M08;654
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M07;1.505
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M06;1.175
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M05;990
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M04;617
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M03;208
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M02;71
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2023M01;273
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M12;155
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M11;428
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M10;900
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M09;1.495
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M08;1.727
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M07;1.686
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M06;1.178
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M05;1.016
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M04;553
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M03;338
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M02;151
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2022M01;54
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M12;1.366
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M11;1.674
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M10;1.883
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M09;2.035
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M08;2.534
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M07;2.234
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M06;1.604
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M05;60
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M04;5
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M03;103
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M02;5
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2021M01;5
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M12;0
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M11;.
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M10;22
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M09;158
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M08;202
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M07;250
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M06;24
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M05;.
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M04;.
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M03;5
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M02;58
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2020M01;35
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M12;89
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M11;205
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M10;1.208
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M09;1.427
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M08;1.358
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M07;1.034
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M06;503
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M05;615
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M04;198
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M03;151
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M02;82
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2019M01;14
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M12;82
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M11;93
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M10;258
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M09;781
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M08;911
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M07;600
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M06;566
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M05;494
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M04;399
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M03;184
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M02;130
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2018M01;35
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M12;73
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M11;40
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M10;244
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M09;644
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M08;873
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M07;674
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M06;603
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M05;696
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M04;593
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M03;112
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M02;65
17 Rioja, La;Pernoctaciones;Residentes en el Extranjero;2017M01;59
18 Ceuta;Viajero;Total;2023M11;..
18 Ceuta;Viajero;Total;2023M10;..
18 Ceuta;Viajero;Total;2023M09;..
18 Ceuta;Viajero;Total;2023M08;..
18 Ceuta;Viajero;Total;2023M07;..
18 Ceuta;Viajero;Total;2023M06;..
18 Ceuta;Viajero;Total;2023M05;..
18 Ceuta;Viajero;Total;2023M04;..
18 Ceuta;Viajero;Total;2023M03;..
18 Ceuta;Viajero;Total;2023M02;..
18 Ceuta;Viajero;Total;2023M01;..
18 Ceuta;Viajero;Total;2022M12;..
18 Ceuta;Viajero;Total;2022M11;..
18 Ceuta;Viajero;Total;2022M10;..
18 Ceuta;Viajero;Total;2022M09;..
18 Ceuta;Viajero;Total;2022M08;..
18 Ceuta;Viajero;Total;2022M07;..
18 Ceuta;Viajero;Total;2022M06;..
18 Ceuta;Viajero;Total;2022M05;..
18 Ceuta;Viajero;Total;2022M04;..
18 Ceuta;Viajero;Total;2022M03;..
18 Ceuta;Viajero;Total;2022M02;..
18 Ceuta;Viajero;Total;2022M01;..
18 Ceuta;Viajero;Total;2021M12;..
18 Ceuta;Viajero;Total;2021M11;..
18 Ceuta;Viajero;Total;2021M10;..
18 Ceuta;Viajero;Total;2021M09;..
18 Ceuta;Viajero;Total;2021M08;..
18 Ceuta;Viajero;Total;2021M07;..
18 Ceuta;Viajero;Total;2021M06;..
18 Ceuta;Viajero;Total;2021M05;..
18 Ceuta;Viajero;Total;2021M04;..
18 Ceuta;Viajero;Total;2021M03;..
18 Ceuta;Viajero;Total;2021M02;..
18 Ceuta;Viajero;Total;2021M01;..
18 Ceuta;Viajero;Total;2020M12;..
18 Ceuta;Viajero;Total;2020M11;..
18 Ceuta;Viajero;Total;2020M10;..
18 Ceuta;Viajero;Total;2020M09;..
18 Ceuta;Viajero;Total;2020M08;..
18 Ceuta;Viajero;Total;2020M07;..
18 Ceuta;Viajero;Total;2020M06;..
18 Ceuta;Viajero;Total;2020M05;..
18 Ceuta;Viajero;Total;2020M04;..
18 Ceuta;Viajero;Total;2020M03;..
18 Ceuta;Viajero;Total;2020M02;..
18 Ceuta;Viajero;Total;2020M01;..
18 Ceuta;Viajero;Total;2019M12;..
18 Ceuta;Viajero;Total;2019M11;..
18 Ceuta;Viajero;Total;2019M10;..
18 Ceuta;Viajero;Total;2019M09;..
18 Ceuta;Viajero;Total;2019M08;..
18 Ceuta;Viajero;Total;2019M07;..
18 Ceuta;Viajero;Total;2019M06;..
18 Ceuta;Viajero;Total;2019M05;..
18 Ceuta;Viajero;Total;2019M04;..
18 Ceuta;Viajero;Total;2019M03;..
18 Ceuta;Viajero;Total;2019M02;..
18 Ceuta;Viajero;Total;2019M01;..
18 Ceuta;Viajero;Total;2018M12;..
18 Ceuta;Viajero;Total;2018M11;..
18 Ceuta;Viajero;Total;2018M10;..
18 Ceuta;Viajero;Total;2018M09;..
18 Ceuta;Viajero;Total;2018M08;..
18 Ceuta;Viajero;Total;2018M07;..
18 Ceuta;Viajero;Total;2018M06;..
18 Ceuta;Viajero;Total;2018M05;..
18 Ceuta;Viajero;Total;2018M04;..
18 Ceuta;Viajero;Total;2018M03;..
18 Ceuta;Viajero;Total;2018M02;..
18 Ceuta;Viajero;Total;2018M01;..
18 Ceuta;Viajero;Total;2017M12;..
18 Ceuta;Viajero;Total;2017M11;..
18 Ceuta;Viajero;Total;2017M10;..
18 Ceuta;Viajero;Total;2017M09;..
18 Ceuta;Viajero;Total;2017M08;..
18 Ceuta;Viajero;Total;2017M07;..
18 Ceuta;Viajero;Total;2017M06;..
18 Ceuta;Viajero;Total;2017M05;..
18 Ceuta;Viajero;Total;2017M04;..
18 Ceuta;Viajero;Total;2017M03;..
18 Ceuta;Viajero;Total;2017M02;..
18 Ceuta;Viajero;Total;2017M01;..
18 Ceuta;Viajero;Residentes en España;2023M11;..
18 Ceuta;Viajero;Residentes en España;2023M10;..
18 Ceuta;Viajero;Residentes en España;2023M09;..
18 Ceuta;Viajero;Residentes en España;2023M08;..
18 Ceuta;Viajero;Residentes en España;2023M07;..
18 Ceuta;Viajero;Residentes en España;2023M06;..
18 Ceuta;Viajero;Residentes en España;2023M05;..
18 Ceuta;Viajero;Residentes en España;2023M04;..
18 Ceuta;Viajero;Residentes en España;2023M03;..
18 Ceuta;Viajero;Residentes en España;2023M02;..
18 Ceuta;Viajero;Residentes en España;2023M01;..
18 Ceuta;Viajero;Residentes en España;2022M12;..
18 Ceuta;Viajero;Residentes en España;2022M11;..
18 Ceuta;Viajero;Residentes en España;2022M10;..
18 Ceuta;Viajero;Residentes en España;2022M09;..
18 Ceuta;Viajero;Residentes en España;2022M08;..
18 Ceuta;Viajero;Residentes en España;2022M07;..
18 Ceuta;Viajero;Residentes en España;2022M06;..
18 Ceuta;Viajero;Residentes en España;2022M05;..
18 Ceuta;Viajero;Residentes en España;2022M04;..
18 Ceuta;Viajero;Residentes en España;2022M03;..
18 Ceuta;Viajero;Residentes en España;2022M02;..
18 Ceuta;Viajero;Residentes en España;2022M01;..
18 Ceuta;Viajero;Residentes en España;2021M12;..
18 Ceuta;Viajero;Residentes en España;2021M11;..
18 Ceuta;Viajero;Residentes en España;2021M10;..
18 Ceuta;Viajero;Residentes en España;2021M09;..
18 Ceuta;Viajero;Residentes en España;2021M08;..
18 Ceuta;Viajero;Residentes en España;2021M07;..
18 Ceuta;Viajero;Residentes en España;2021M06;..
18 Ceuta;Viajero;Residentes en España;2021M05;..
18 Ceuta;Viajero;Residentes en España;2021M04;..
18 Ceuta;Viajero;Residentes en España;2021M03;..
18 Ceuta;Viajero;Residentes en España;2021M02;..
18 Ceuta;Viajero;Residentes en España;2021M01;..
18 Ceuta;Viajero;Residentes en España;2020M12;..
18 Ceuta;Viajero;Residentes en España;2020M11;..
18 Ceuta;Viajero;Residentes en España;2020M10;..
18 Ceuta;Viajero;Residentes en España;2020M09;..
18 Ceuta;Viajero;Residentes en España;2020M08;..
18 Ceuta;Viajero;Residentes en España;2020M07;..
18 Ceuta;Viajero;Residentes en España;2020M06;..
18 Ceuta;Viajero;Residentes en España;2020M05;..
18 Ceuta;Viajero;Residentes en España;2020M04;..
18 Ceuta;Viajero;Residentes en España;2020M03;..
18 Ceuta;Viajero;Residentes en España;2020M02;..
18 Ceuta;Viajero;Residentes en España;2020M01;..
18 Ceuta;Viajero;Residentes en España;2019M12;..
18 Ceuta;Viajero;Residentes en España;2019M11;..
18 Ceuta;Viajero;Residentes en España;2019M10;..
18 Ceuta;Viajero;Residentes en España;2019M09;..
18 Ceuta;Viajero;Residentes en España;2019M08;..
18 Ceuta;Viajero;Residentes en España;2019M07;..
18 Ceuta;Viajero;Residentes en España;2019M06;..
18 Ceuta;Viajero;Residentes en España;2019M05;..
18 Ceuta;Viajero;Residentes en España;2019M04;..
18 Ceuta;Viajero;Residentes en España;2019M03;..
18 Ceuta;Viajero;Residentes en España;2019M02;..
18 Ceuta;Viajero;Residentes en España;2019M01;..
18 Ceuta;Viajero;Residentes en España;2018M12;..
18 Ceuta;Viajero;Residentes en España;2018M11;..
18 Ceuta;Viajero;Residentes en España;2018M10;..
18 Ceuta;Viajero;Residentes en España;2018M09;..
18 Ceuta;Viajero;Residentes en España;2018M08;..
18 Ceuta;Viajero;Residentes en España;2018M07;..
18 Ceuta;Viajero;Residentes en España;2018M06;..
18 Ceuta;Viajero;Residentes en España;2018M05;..
18 Ceuta;Viajero;Residentes en España;2018M04;..
18 Ceuta;Viajero;Residentes en España;2018M03;..
18 Ceuta;Viajero;Residentes en España;2018M02;..
18 Ceuta;Viajero;Residentes en España;2018M01;..
18 Ceuta;Viajero;Residentes en España;2017M12;..
18 Ceuta;Viajero;Residentes en España;2017M11;..
18 Ceuta;Viajero;Residentes en España;2017M10;..
18 Ceuta;Viajero;Residentes en España;2017M09;..
18 Ceuta;Viajero;Residentes en España;2017M08;..
18 Ceuta;Viajero;Residentes en España;2017M07;..
18 Ceuta;Viajero;Residentes en España;2017M06;..
18 Ceuta;Viajero;Residentes en España;2017M05;..
18 Ceuta;Viajero;Residentes en España;2017M04;..
18 Ceuta;Viajero;Residentes en España;2017M03;..
18 Ceuta;Viajero;Residentes en España;2017M02;..
18 Ceuta;Viajero;Residentes en España;2017M01;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M11;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M10;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M09;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M08;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M07;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M06;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M05;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M04;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M03;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M02;..
18 Ceuta;Viajero;Residentes en el Extranjero;2023M01;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M12;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M11;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M10;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M09;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M08;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M07;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M06;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M05;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M04;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M03;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M02;..
18 Ceuta;Viajero;Residentes en el Extranjero;2022M01;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M12;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M11;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M10;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M09;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M08;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M07;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M06;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M05;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M04;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M03;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M02;..
18 Ceuta;Viajero;Residentes en el Extranjero;2021M01;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M12;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M11;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M10;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M09;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M08;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M07;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M06;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M05;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M04;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M03;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M02;..
18 Ceuta;Viajero;Residentes en el Extranjero;2020M01;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M12;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M11;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M10;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M09;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M08;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M07;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M06;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M05;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M04;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M03;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M02;..
18 Ceuta;Viajero;Residentes en el Extranjero;2019M01;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M12;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M11;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M10;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M09;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M08;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M07;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M06;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M05;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M04;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M03;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M02;..
18 Ceuta;Viajero;Residentes en el Extranjero;2018M01;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M12;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M11;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M10;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M09;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M08;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M07;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M06;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M05;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M04;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M03;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M02;..
18 Ceuta;Viajero;Residentes en el Extranjero;2017M01;..
18 Ceuta;Pernoctaciones;Total;2023M11;..
18 Ceuta;Pernoctaciones;Total;2023M10;..
18 Ceuta;Pernoctaciones;Total;2023M09;..
18 Ceuta;Pernoctaciones;Total;2023M08;..
18 Ceuta;Pernoctaciones;Total;2023M07;..
18 Ceuta;Pernoctaciones;Total;2023M06;..
18 Ceuta;Pernoctaciones;Total;2023M05;..
18 Ceuta;Pernoctaciones;Total;2023M04;..
18 Ceuta;Pernoctaciones;Total;2023M03;..
18 Ceuta;Pernoctaciones;Total;2023M02;..
18 Ceuta;Pernoctaciones;Total;2023M01;..
18 Ceuta;Pernoctaciones;Total;2022M12;..
18 Ceuta;Pernoctaciones;Total;2022M11;..
18 Ceuta;Pernoctaciones;Total;2022M10;..
18 Ceuta;Pernoctaciones;Total;2022M09;..
18 Ceuta;Pernoctaciones;Total;2022M08;..
18 Ceuta;Pernoctaciones;Total;2022M07;..
18 Ceuta;Pernoctaciones;Total;2022M06;..
18 Ceuta;Pernoctaciones;Total;2022M05;..
18 Ceuta;Pernoctaciones;Total;2022M04;..
18 Ceuta;Pernoctaciones;Total;2022M03;..
18 Ceuta;Pernoctaciones;Total;2022M02;..
18 Ceuta;Pernoctaciones;Total;2022M01;..
18 Ceuta;Pernoctaciones;Total;2021M12;..
18 Ceuta;Pernoctaciones;Total;2021M11;..
18 Ceuta;Pernoctaciones;Total;2021M10;..
18 Ceuta;Pernoctaciones;Total;2021M09;..
18 Ceuta;Pernoctaciones;Total;2021M08;..
18 Ceuta;Pernoctaciones;Total;2021M07;..
18 Ceuta;Pernoctaciones;Total;2021M06;..
18 Ceuta;Pernoctaciones;Total;2021M05;..
18 Ceuta;Pernoctaciones;Total;2021M04;..
18 Ceuta;Pernoctaciones;Total;2021M03;..
18 Ceuta;Pernoctaciones;Total;2021M02;..
18 Ceuta;Pernoctaciones;Total;2021M01;..
18 Ceuta;Pernoctaciones;Total;2020M12;..
18 Ceuta;Pernoctaciones;Total;2020M11;..
18 Ceuta;Pernoctaciones;Total;2020M10;..
18 Ceuta;Pernoctaciones;Total;2020M09;..
18 Ceuta;Pernoctaciones;Total;2020M08;..
18 Ceuta;Pernoctaciones;Total;2020M07;..
18 Ceuta;Pernoctaciones;Total;2020M06;..
18 Ceuta;Pernoctaciones;Total;2020M05;..
18 Ceuta;Pernoctaciones;Total;2020M04;..
18 Ceuta;Pernoctaciones;Total;2020M03;..
18 Ceuta;Pernoctaciones;Total;2020M02;..
18 Ceuta;Pernoctaciones;Total;2020M01;..
18 Ceuta;Pernoctaciones;Total;2019M12;..
18 Ceuta;Pernoctaciones;Total;2019M11;..
18 Ceuta;Pernoctaciones;Total;2019M10;..
18 Ceuta;Pernoctaciones;Total;2019M09;..
18 Ceuta;Pernoctaciones;Total;2019M08;..
18 Ceuta;Pernoctaciones;Total;2019M07;..
18 Ceuta;Pernoctaciones;Total;2019M06;..
18 Ceuta;Pernoctaciones;Total;2019M05;..
18 Ceuta;Pernoctaciones;Total;2019M04;..
18 Ceuta;Pernoctaciones;Total;2019M03;..
18 Ceuta;Pernoctaciones;Total;2019M02;..
